epoch,x_ecef,y_ecef,z_ecef,gt_x,gt_y,gt_z,lat_deg,lon_deg,height,clock_bias,n_sats,gdop,pdop,hdop,vdop,tdop,sigma0,err_e,err_n,err_u,err_h,err_3d
2026-05-10 00:25:30,-2161523.170218,4376725.798910,4091493.248271,-2161524.107743,4376728.462817,4091493.501168,40.158741,116.283275,32.711185,71.522098,13,1.910169,1.636495,0.917715,1.354959,0.985205,0.865951,0.339259,1.614744,-2.305823,1.649998,2.835368
2026-05-10 00:26:00,-2161517.375216,4376737.347764,4091480.437680,-2161518.052762,4376741.650524,4091482.666691,40.158608,116.283154,30.402239,55.513804,13,1.910610,1.637036,0.918656,1.354975,0.985163,1.079076,1.298183,0.977769,-4.615192,1.625211,4.892985
2026-05-10 00:26:30,-2161513.666957,4376752.149791,4091471.005423,-2161513.215802,4376754.477117,4091471.576602,40.158475,116.283038,33.207486,67.519946,13,1.911027,1.637558,0.919602,1.354965,0.985103,0.602453,1.435247,0.780249,-1.810389,1.633623,2.438490
2026-05-10 00:27:00,-2161513.466924,4376772.296423,4091463.345463,-2161509.610122,4376766.907439,4091460.261298,40.158318,116.282931,42.005406,62.908798,13,1.911419,1.638062,0.920552,1.354929,0.985026,1.118020,1.071180,-1.860292,6.987133,2.146652,7.309456
2026-05-10 00:27:30,-2161504.730605,4376775.427092,4091448.645890,-2161507.245603,4376778.907418,4091448.751793,40.158223,116.282823,31.714400,35.084012,13,1.911788,1.638548,0.921506,1.354867,0.984934,0.626677,-0.713479,2.649688,-3.304422,2.744066,4.295242
2026-05-10 00:28:00,-2161502.630656,4376780.873825,4091432.876910,-2161506.128727,4376790.444164,4091437.079633,40.158091,116.282772,24.566737,57.990287,13,1.912132,1.639014,0.922464,1.354780,0.984825,1.012434,1.102335,3.320578,-10.452243,3.498769,11.022285
2026-05-10 00:28:30,-2161507.689837,4376801.046328,4091426.256588,-2161506.262555,4376801.486056,4091425.276813,40.157928,116.282721,35.832812,55.142037,13,1.912449,1.639461,0.923424,1.354666,0.984698,0.629728,1.474418,0.595410,0.813655,1.590101,1.786185
2026-05-10 00:29:00,-2161508.606111,4376812.608030,4091413.996771,-2161507.646721,4376812.002828,4091413.375681,40.157781,116.282670,36.159371,81.432210,13,1.912742,1.639888,0.924388,1.354526,0.984555,1.026439,0.592126,-0.149258,1.139982,0.610648,1.293233
2026-05-10 00:29:30,-2161507.606816,4376816.722084,4091399.353684,-2161510.277430,4376821.965654,4091401.408859,40.157661,116.282638,29.197157,41.185454,13,1.913010,1.640297,0.925356,1.354360,0.984395,1.047452,-0.072075,2.223851,-5.822392,2.225019,6.233053
2026-05-10 00:30:00,-2161515.106572,4376834.086489,4091390.969359,-2161514.147472,4376831.347228,4091389.409146,40.157494,116.282627,38.227436,79.968824,13,1.913252,1.640686,0.926326,1.354168,0.984217,0.568447,-0.353290,-0.665327,3.207837,0.753308,3.295101
2026-05-10 00:30:30,-2161519.880794,4376840.527018,4091377.310918,-2161519.246240,4376840.121835,4091377.409434,40.157354,116.282644,35.448411,58.231510,13,1.913367,1.643337,0.933148,1.352697,0.980009,0.568664,0.389473,-0.490806,0.428902,0.626562,0.759300
2026-05-10 00:31:00,-2161524.012910,4376850.196582,4091365.133607,-2161525.559757,4376848.265424,4091365.442612,40.157209,116.282637,35.620035,42.760800,13,1.913794,1.643888,0.934175,1.352659,0.979917,0.715857,-2.242158,-0.910942,0.600420,2.420142,2.493510
2026-05-10 00:31:30,-2161531.104753,4376853.963585,4091353.100753,-2161533.070719,4376855.755674,4091353.541480,40.157089,116.282692,32.841657,36.799644,13,1.914196,1.644421,0.935203,1.352596,0.979809,0.519284,-0.968936,1.260850,-2.177675,1.590151,2.696451
2026-05-10 00:32:00,-2161541.757714,4376865.788028,4091342.439229,-2161541.758540,4376862.572056,4091341.738659,40.156926,116.282743,37.674346,63.189042,13,1.914573,1.644934,0.936233,1.352507,0.979684,0.518135,-1.425067,-1.323790,2.655192,1.945054,3.291395
2026-05-10 00:32:30,-2161552.450734,4376869.710961,4091330.384713,-2161551.599406,4376868.695885,4091330.066500,40.156795,116.282835,36.207658,59.549326,13,1.914925,1.645428,0.937266,1.352393,0.979544,0.458050,0.313712,-0.586861,1.188939,0.665448,1.362497
2026-05-10 00:33:00,-2161561.169698,4376870.963027,4091317.115798,-2161562.566344,4376874.110377,4091318.556995,40.156675,116.282920,31.459528,79.094943,13,1.915253,1.645903,0.938301,1.352253,0.979387,0.562065,0.141735,1.117212,-3.558824,1.126166,3.732758
2026-05-10 00:33:30,-2161574.622996,4376880.828843,4091306.924717,-2161574.629294,4376878.800691,4091307.241690,40.156519,116.283011,36.201262,81.615779,13,1.915555,1.646357,0.939337,1.352087,0.979213,0.727492,-0.903898,-1.413119,1.183205,1.677479,2.052781
2026-05-10 00:34:00,-2161584.577098,4376883.252729,4091296.058346,-2161587.755194,4376882.753972,4091296.151601,40.156406,116.283103,34.223582,59.138957,13,1.915832,1.646792,0.940375,1.351895,0.979023,0.969758,-3.070298,0.548066,-0.794132,3.118831,3.218346
2026-05-10 00:34:30,-2161601.727444,4376884.595946,4091283.325146,-2161601.908065,4376885.959383,4091285.317124,40.156267,116.283276,32.736965,81.676670,13,1.916083,1.647207,0.941413,1.351678,0.978817,0.789796,0.441914,-0.682500,-2.280015,0.813077,2.420653
2026-05-10 00:35:00,-2161617.172024,4376888.570300,4091273.373928,-2161617.049116,4376888.408139,4091274.767957,40.156138,116.283418,34.270198,51.336074,13,1.916309,1.647602,0.942453,1.351435,0.978595,0.670222,0.038376,-1.194286,-0.746276,1.194902,1.408800
2026-05-10 00:35:30,-2161632.754417,4376888.937005,4091265.981617,-2161633.136846,4376890.093528,4091264.533013,40.156045,116.283580,35.028065,37.542375,13,1.916510,1.647978,0.943495,1.351165,0.978355,0.575627,0.169338,1.885053,0.012259,1.892644,1.892683
2026-05-10 00:36:00,-2161652.636462,4376893.294062,4091255.904400,-2161650.127159,4376891.010931,4091254.640345,40.155902,116.283767,38.244228,71.321417,13,1.916684,1.648332,0.944536,1.350870,0.978100,0.798060,1.238601,-1.070704,3.229022,1.637235,3.620376
2026-05-10 00:36:30,-2161667.456088,4376892.535158,4091246.543647,-2161667.973487,4376891.157832,4091245.117070,40.155804,116.283927,36.703311,54.880930,13,1.916834,1.648667,0.945579,1.350549,0.977828,0.816636,-1.073892,0.441714,1.688636,1.161187,2.049353
2026-05-10 00:37:00,-2161685.892642,4376893.715724,4091237.875002,-2161686.626914,4376890.533830,4091235.989289,40.155690,116.284115,38.161967,48.939686,13,1.916957,1.648981,0.946622,1.350202,0.977540,1.651371,-2.067563,-0.188827,3.147864,2.076168,3.770878
2026-05-10 00:37:30,-2161705.490260,4376886.399723,4091225.093057,-2161706.036313,4376889.140634,4091227.282021,40.155590,116.284359,31.538650,66.697267,13,1.917055,1.649276,0.947665,1.349830,0.977236,0.934934,0.724348,0.067768,-3.474631,0.727512,3.549977
2026-05-10 00:38:00,-2161726.216131,4376882.960099,4091217.338680,-2161726.148482,4376886.982063,4091219.019133,40.155501,116.284595,31.195759,57.886720,13,1.917127,1.649550,0.948708,1.349432,0.976915,0.576421,1.841945,1.021823,-3.816780,2.106391,4.359437
2026-05-10 00:38:30,-2161747.712871,4376883.321351,4091211.927479,-2161746.908297,4376884.064034,4091211.223271,40.155407,116.284819,35.229515,60.532745,13,1.917173,1.649802,0.949752,1.349007,0.976577,0.512200,1.050289,0.737823,0.217570,1.283546,1.301855
2026-05-10 00:39:00,-2161767.648428,4376877.841379,4091202.676864,-2161768.258856,4376880.394545,4091203.915805,40.155321,116.285057,32.256227,62.501307,13,1.917193,1.650035,0.950795,1.348557,0.976224,0.312022,0.583480,0.703681,-2.755111,0.914120,2.902801
2026-05-10 00:39:30,-2161789.179559,4376871.587821,4091194.546698,-2161790.141639,4376875.983653,4091197.116763,40.155242,116.285317,30.015480,68.848396,13,1.917187,1.650247,0.951838,1.348080,0.975855,1.129359,1.084298,0.852191,-4.995222,1.379105,5.182101
2026-05-10 00:40:00,-2161815.418161,4376875.772587,4091193.462359,-2161812.496666,4376870.843450,4091190.844782,40.155145,116.285571,41.064793,76.078406,13,1.917155,1.650438,0.952879,1.347577,0.975468,1.402423,0.436269,-1.683874,6.054541,1.739472,6.299463
2026-05-10 00:40:30,-2161836.255883,4376866.302139,4091187.493178,-2161835.262664,4376864.988022,4091185.117051,40.155100,116.285839,37.778617,62.671425,13,1.917097,1.650608,0.953921,1.347049,0.975067,0.834096,0.308485,0.772520,2.769010,0.831836,2.891257
2026-05-10 00:41:00,-2161857.021826,4376857.630695,4091178.668941,-2161858.377234,4376858.433421,4091179.949271,40.155031,116.286103,33.174657,66.344854,13,1.917014,1.650758,0.954962,1.346496,0.974649,0.575224,-0.859705,-0.127266,-1.834518,0.869074,2.029962
2026-05-10 00:41:30,-2161884.905839,4376851.846298,4091176.918779,-2161881.777018,4376851.197611,4091175.355605,40.154977,116.286426,37.520265,75.778509,13,1.916904,1.650887,0.956001,1.345916,0.974214,0.292275,2.517926,-0.074015,2.511652,2.519014,3.557222
2026-05-10 00:42:00,-2161905.862712,4376844.434150,4091172.268977,-2161905.397881,4376843.300426,4091171.348646,40.154930,116.286686,36.535990,54.988089,13,1.916769,1.650995,0.957039,1.345310,0.973765,0.715620,-0.085360,-0.084890,1.527715,0.120385,1.532451
2026-05-10 00:42:30,-2161931.818470,4376839.011849,4091170.254340,-2161929.175079,4376834.763510,4091167.939375,40.154877,116.286987,40.306719,34.628604,13,1.916607,1.651082,0.958076,1.344679,0.973298,1.038318,0.488447,-1.442088,5.298751,1.522563,5.513163
2026-05-10 00:43:00,-2161955.119821,4376826.076606,4091165.403615,-2161953.043441,4376825.610264,4091165.137137,40.154851,116.287299,36.201854,72.768504,13,1.916420,1.651149,0.959111,1.344023,0.972817,0.384167,1.655092,-0.659022,1.194236,1.781471,2.144723
2026-05-10 00:43:30,-2161973.339783,4376811.662122,4091160.519239,-2161976.937545,4376815.865775,4091162.949614,40.154846,116.287566,29.341719,66.061859,13,1.916207,1.651195,0.960146,1.343340,0.972320,0.764861,-1.363904,1.600631,-5.665604,2.102915,6.043287
2026-05-10 00:44:00,-2162000.143891,4376803.501046,4091160.330114,-2162000.791898,4376805.556753,4091161.382800,40.154818,116.287890,32.700338,51.440780,13,1.915968,1.651219,0.961178,1.342633,0.971806,1.116147,0.329467,0.569137,-2.306844,0.657621,2.398749
2026-05-10 00:44:30,-2162025.049024,4376796.612178,4091161.413037,-2162024.541119,4376794.711454,4091160.440991,40.154797,116.288188,37.108352,46.006541,13,1.915702,1.651223,0.962208,1.341899,0.971277,0.872587,-0.386439,-0.501141,2.101217,0.632833,2.194446
2026-05-10 00:45:00,-2162046.788002,4376782.070633,4091159.778805,-2162048.120111,4376783.359604,4091160.126767,40.154806,116.288493,33.448489,46.486507,12,2.774712,2.285574,1.263763,1.904403,1.573270,0.417091,-0.623463,0.859808,-1.558545,1.062062,1.886012
2026-05-10 00:45:30,-2162070.828174,4376775.977017,4091160.857084,-2162071.464246,4376771.532317,4091160.440991,40.154783,116.288777,38.105868,57.824808,12,2.778971,2.289081,1.265075,1.907741,1.575687,1.059740,-2.538805,-2.070214,3.098671,3.275869,4.509221
2026-05-10 00:46:00,-2162093.735217,4376760.007937,4091161.492454,-2162094.509541,4376759.262012,4091161.382800,40.154812,116.289101,35.326953,56.425474,12,2.783145,2.292527,1.266382,1.911009,1.578043,0.267041,-1.024603,-0.126324,0.319744,1.032361,1.080743
2026-05-10 00:46:30,-2162118.400524,4376745.652088,4091162.573087,-2162117.192829,4376746.582320,4091162.949614,40.154831,116.289436,34.535955,61.320661,12,2.787231,2.295908,1.267681,1.914205,1.580335,0.490823,1.494781,-0.094854,-0.471448,1.497787,1.570233
2026-05-10 00:47:00,-2162137.843898,4376735.498020,4091165.431195,-2162139.451936,4376733.527996,4091165.137137,40.154853,116.289693,36.002847,61.854578,12,2.791226,2.299225,1.268972,1.917328,1.582563,0.936853,-2.314234,-0.455031,0.995249,2.358545,2.559932
2026-05-10 00:47:30,-2162160.567914,4376722.759505,4091168.228022,-2162161.225853,4376720.134821,4091167.939375,40.154880,116.289998,36.769879,59.676701,12,2.795129,2.302475,1.270256,1.920376,1.584725,0.699102,-1.752341,-1.109051,1.761951,2.073812,2.721244
2026-05-10 00:48:00,-2162184.976206,4376709.287262,4091172.271175,-2162182.454899,4376706.439504,4091171.348646,40.154915,116.290325,38.408105,70.654211,12,2.798938,2.305658,1.271531,1.923348,1.586820,1.334620,0.999295,-1.661616,3.399737,1.938958,3.913792
2026-05-10 00:48:30,-2162202.837416,4376693.709062,4091175.348456,-2162203.080885,4376692.479583,4091175.355605,40.154972,116.290594,35.764139,68.196962,13,2.252751,1.874639,1.133037,1.493485,1.249247,0.570188,-0.762814,-0.646802,0.755453,1.000119,1.253374
2026-05-10 00:49:00,-2162224.947034,4376680.290889,4091180.819703,-2162223.047279,4376678.293322,4091179.949271,40.155022,116.290897,37.582389,48.965094,13,2.254969,1.876517,1.132843,1.495989,1.250426,0.423866,0.818569,-1.032332,2.573175,1.317484,2.890847
2026-05-10 00:49:30,-2162239.979545,4376662.576675,4091183.400275,-2162242.299352,4376663.919604,4091185.117051,40.155094,116.291147,32.197011,77.489067,13,2.257137,1.878362,1.132642,1.498454,1.251569,0.777266,-1.485110,0.126960,-2.812581,1.490527,3.183124
2026-05-10 00:50:00,-2162260.185835,4376649.466700,4091191.042270,-2162260.784337,4376649.397827,4091190.844782,40.155163,116.291428,34.982130,40.605659,13,2.259254,1.880170,1.132433,1.500878,1.252673,0.506844,-0.567106,0.282055,-0.028035,0.633375,0.633995
